,bc_small_dataset_0,bc_small_dataset_1,bc_small_dataset_2,bc_small_dataset_3,bc_small_dataset_4,bc_small_dataset_5,bc_small_dataset_6,bc_small_dataset_7,bc_small_dataset_8,bc_small_dataset_9,bc_small_dataset_10,bc_small_dataset_11,bc_small_dataset_12,bc_small_dataset_13,bc_medium_dataset_0,bc_medium_dataset_1,bc_medium_dataset_2,bc_medium_dataset_3,bc_medium_dataset_4,bc_medium_dataset_5,bc_medium_dataset_6,bc_medium_dataset_7,bc_medium_dataset_8,bc_large_dataset_0,reg_small_dataset_0,reg_small_dataset_1,reg_small_dataset_2,reg_small_dataset_3,reg_small_dataset_4,reg_small_dataset_5,reg_small_dataset_6,reg_small_dataset_7,reg_small_dataset_8,reg_small_dataset_9,reg_small_dataset_10,reg_small_dataset_11,reg_small_dataset_12,reg_medium_dataset_0,reg_medium_dataset_1,reg_medium_dataset_2,reg_medium_dataset_3,reg_medium_dataset_4,reg_medium_dataset_5,reg_large_dataset_0,reg_large_dataset_1,reg_large_dataset_2,reg_large_dataset_3,reg_large_dataset_4,reg_large_dataset_5,multi_medium_dataset_0,multi_medium_dataset_1,multi_medium_dataset_2
TabPerceiver,0.9178929090499878,0.9999804377555848,0.9346058130264282,0.9229688286781311,0.8617614269256592,0.9511499881744385,0.8207190155982971,0.7674187660217285,0.918360710144043,0.6260922074317932,0.7894573092460633,0.9389310836791992,0.9986259460449218,0.9126091599464417,0.6333903908729553,0.9472680926322937,0.6477101922035218,0.9633210659027099,0.709280002117157,0.9958373427391052,0.8678473472595215,0.8890317440032959,0.6952632308006287,0.831522524356842,0.2772752344608307,0.01953312512487173,0.13233317732810973,0.27207253575325013,0.33644989132881165,0.431274539232254,0.3747026264667511,0.37878220677375796,0.8944145202636719,0.014316021651029586,0.8216444373130798,0.8935423016548156,0.45740763545036317,0.6742071747779846,0.014446691423654557,0.0965291440486908,0.14027311205863952,0.5545941829681397,0.9018813252449036,0.9758670330047607,0.9769549131393432,0.7786490201950074,0.9042699694633484,0.7861108422279358,0.8150978684425354,0.85188889503479,0.3562337040901184,0.7205397725105286
